Date,Region,Type,Price,Volume
2017-11,GreatLakes,organic,1.5949999999999998,150.798975
2016-09,Tampa,conventional,1.155,398.53103500000003
2016-08,Pittsburgh,organic,1.535,5.28371
2017-08,Tampa,conventional,1.555,315.34299500000003
2015-01,Chicago,organic,1.73,13.5225725
2015-12,Northeast,organic,1.7,73.3558
2015-06,LasVegas,organic,1.48,10.8699075
2017-07,Boston,conventional,1.5539999999999998,590.8311840000001
2016-01,SouthCentral,conventional,0.834,5365.1135620000005
2018-02,Boston,conventional,1.4024999999999999,650.634165
2016-10,Southeast,organic,1.6060000000000003,51.324466
2017-10,Jacksonville,conventional,1.6560000000000001,153.03887999999998
2015-03,Detroit,conventional,1.01,338.19806200000005
2015-11,West,organic,1.35,193.401788
2015-01,Plains,conventional,1.05,1568.10491
2016-02,Seattle,conventional,0.875,781.962395
2018-02,Denver,conventional,0.9825,1050.0443175
2015-02,Nashville,organic,1.4300000000000002,7.298415
2016-12,NewYork,conventional,1.3650000000000002,1113.384605
2015-03,Northeast,conventional,1.248,3436.943066
2017-11,Northeast,organic,1.81,216.4109925
2017-08,StLouis,conventional,1.5725,163.74888499999997
2017-05,Chicago,organic,1.9375,44.189550000000004
2018-03,Chicago,conventional,1.4625000000000001,850.1307175000001
2015-09,Chicago,conventional,1.16,758.49206
2017-06,Midsouth,conventional,1.345,3135.8637275000006
2015-11,NorthernNewEngland,conventional,1.086,324.103082
2016-07,WestTexNewMexico,conventional,0.9540000000000001,862.888638
2015-01,BaltimoreWashington,conventional,1.17,702.2331999999999
2015-08,GreatLakes,organic,1.6420000000000001,92.41973200000001
2017-01,NorthernNewEngland,organic,1.8539999999999999,11.826246
2017-04,Louisville,organic,1.524,3.7213499999999997
2016-04,HartfordSpringfield,organic,2.27,8.893369999999999
2015-09,NewYork,conventional,1.18,1303.3843375
2016-06,NewOrleansMobile,conventional,0.965,283.9673575
2016-12,Philadelphia,organic,1.955,10.3091325
2017-06,StLouis,organic,1.7925,8.79879
2016-02,Southeast,organic,1.6125,37.660082499999994
2018-03,West,organic,1.605,273.46389750000003
2017-01,BuffaloRochester,conventional,1.3599999999999999,151.181608
2017-08,RichmondNorfolk,conventional,1.33,221.93643
2016-11,GreatLakes,conventional,1.3250000000000002,2398.4669650000005
2018-02,West,organic,1.5025,271.3528025
2018-03,HarrisburgScranton,conventional,1.2049999999999998,299.7119725
2016-03,LasVegas,conventional,0.8425,325.64184500000005
2015-04,Philadelphia,conventional,1.44,369.0732575
2017-05,Columbus,conventional,1.0799999999999998,212.405215
2015-09,Jacksonville,conventional,1.12,133.180655
2018-02,Roanoke,conventional,0.9475,206.42083750000003
2016-02,Northeast,conventional,1.1175,4826.959595
2018-03,SouthCarolina,organic,1.3824999999999998,16.587880000000002
2016-02,GrandRapids,organic,1.4575,2.4088600000000002
2015-01,NorthernNewEngland,organic,1.8725,7.040724999999999
2015-03,Atlanta,conventional,1.064,435.6475480000001
2016-11,Detroit,organic,1.0525,20.54868
2017-06,WestTexNewMexico,organic,1.625,23.528205000000003
2017-02,Sacramento,organic,2.0575,6.31595
2017-12,GreatLakes,conventional,1.154,3475.5949100000003
2017-08,HartfordSpringfield,conventional,1.6875,242.51707750000003
2016-11,SanFrancisco,conventional,1.9125,499.5447575
2016-06,Boston,organic,1.4975,11.7017625
2016-10,WestTexNewMexico,conventional,1.034,667.0920719999999
2015-11,Sacramento,conventional,1.03,401.23095200000006
2017-02,Southeast,conventional,0.9875,4772.20737
2017-09,Northeast,organic,1.7974999999999999,240.37758
2017-06,Boise,organic,1.545,3.6477775
2015-11,Portland,organic,1.334,35.244775999999995
2017-12,Tampa,conventional,1.17,438.0520439999999
2016-12,BuffaloRochester,organic,1.68,2.493675
2016-11,Louisville,conventional,1.3250000000000002,63.20411
2015-12,Southeast,conventional,1.0474999999999999,2619.8499749999996
2016-11,Houston,organic,1.125,36.7631175
2015-02,WestTexNewMexico,organic,1.71,8.1280375
2015-04,Pittsburgh,conventional,1.43,75.3096775
2016-06,Orlando,organic,1.56,6.535467499999999
2018-03,Midsouth,conventional,1.13,3974.5898025
2017-06,MiamiFtLauderdale,organic,1.94,5.8219899999999996
2015-11,Sacramento,organic,1.8800000000000001,5.202994
2017-11,Southeast,organic,1.6700000000000002,82.4400325
2017-07,Boise,organic,2.04,2.6339740000000003
2016-03,LosAngeles,conventional,0.7549999999999999,3242.2174474999997
2015-07,Boston,conventional,1.2174999999999998,578.7068200000001
2015-06,Nashville,conventional,1.0025,177.62928249999996
2016-12,Columbus,conventional,0.9874999999999999,162.51241000000002
2017-09,SouthCentral,organic,1.7750000000000001,112.65283000000001
2015-02,SouthCarolina,organic,1.6575000000000002,4.2569525
2015-10,Detroit,conventional,1.0575,314.570385
2016-03,SouthCarolina,organic,1.4449999999999998,6.3728325
2016-08,Syracuse,conventional,1.425,62.736430000000006
2016-07,SouthCarolina,organic,1.4120000000000001,12.078393999999998
2016-01,West,organic,1.254,203.659474
2015-10,WestTexNewMexico,conventional,0.8425,651.22788
2016-08,Boston,organic,1.295,9.127055
2017-02,DallasFtWorth,organic,1.2175,20.689392499999997
2016-05,CincinnatiDayton,organic,1.3179999999999998,15.941213999999999
2015-08,GrandRapids,conventional,1.042,199.056692
2015-07,Louisville,organic,1.295,2.5208000000000004
2016-08,BaltimoreWashington,organic,1.8625,17.389474999999997
2015-10,West,conventional,0.9375,5197.3262
2015-02,Sacramento,organic,1.4649999999999999,9.5232875
2016-01,Syracuse,conventional,1.318,66.293534
2015-05,PhoenixTucson,organic,1.5539999999999998,13.97291
2017-12,Southeast,organic,1.4979999999999998,83.24826000000002
2017-03,NorthernNewEngland,conventional,1.4,395.01812
2016-02,SanFrancisco,organic,2.2425,23.19919
2017-10,Plains,organic,2.004,56.013895999999995
2017-12,DallasFtWorth,conventional,0.8640000000000001,1149.7241379999998
2018-03,SouthCentral,organic,1.3575000000000002,160.357555
2015-02,BaltimoreWashington,organic,1.3325,20.770850000000003
2017-05,WestTexNewMexico,organic,1.7225000000000001,17.631675
2015-11,Midsouth,organic,1.6260000000000001,48.270908
2017-09,Albany,organic,1.6875,3.055055
2017-03,StLouis,organic,1.205,10.103465
2015-01,Southeast,conventional,1.125,2752.7980625
2016-05,Roanoke,organic,1.1620000000000001,8.598924
2017-09,Orlando,conventional,1.7725,271.302055
2016-10,Indianapolis,conventional,1.2579999999999998,142.412698
2017-10,SouthCentral,organic,1.7399999999999998,108.920854
2015-09,WestTexNewMexico,organic,1.9300000000000002,7.5843675
2017-11,Syracuse,conventional,1.37,55.0635275
2016-04,Syracuse,organic,1.5975,3.0541049999999994
2017-04,HartfordSpringfield,conventional,1.734,275.759756
2016-06,Nashville,organic,1.1075,12.179165000000001
2015-03,StLouis,conventional,1.296,169.264678
2016-12,Charlotte,organic,1.72,6.8179475
2016-03,NewYork,organic,1.965,35.69564
2016-07,RichmondNorfolk,organic,1.436,8.540268
2016-11,Columbus,organic,1.2125,9.96157
2017-07,Syracuse,conventional,1.398,70.27620399999999
2016-06,BuffaloRochester,organic,1.6525,6.4808225
2015-06,Spokane,conventional,1.1600000000000001,83.5821875
2016-09,Indianapolis,organic,1.77,3.9955
2015-03,Midsouth,organic,1.612,63.439496
2015-05,Houston,conventional,0.774,1175.2505959999999
2015-05,West,conventional,0.9339999999999999,6122.790930000001
2016-12,NewOrleansMobile,conventional,1.07,209.8560775
2018-01,SanFrancisco,organic,1.8125,26.4360825
2015-06,Portland,conventional,1.12,563.6392175
2017-12,Northeast,organic,1.652,237.62481800000003
2017-06,GreatLakes,organic,1.4925000000000002,174.077845
2017-11,SouthCentral,organic,1.6175000000000002,106.0020475
2015-10,DallasFtWorth,organic,1.46,11.417035
2018-01,Midsouth,conventional,1.2,3661.1969900000004
2015-03,Syracuse,organic,1.688,1.2808439999999999
2015-10,California,organic,1.9299999999999997,82.3682925
2016-06,Pittsburgh,organic,1.4675,6.110415
2015-11,StLouis,organic,1.34,5.361612
2016-03,Pittsburgh,organic,1.225,1.3217125
2016-10,GreatLakes,conventional,1.3679999999999999,2512.9259860000006
2016-07,Boise,conventional,0.748,94.62849600000001
2015-08,Louisville,conventional,1.076,77.830876
2015-11,Chicago,conventional,1.0459999999999998,702.889828
2016-03,Plains,conventional,0.9975,1877.1659699999998
2016-09,Houston,organic,0.8875000000000001,43.5974125
2015-10,Albany,conventional,1.1950000000000003,71.16961749999999
2015-11,PhoenixTucson,organic,1.818,7.442846
2015-10,Syracuse,conventional,1.295,46.175335
2015-07,Jacksonville,conventional,1.105,152.41585500000002
2017-04,Northeast,conventional,1.6119999999999997,4096.127254
2015-05,Seattle,conventional,1.116,584.521074
2017-11,MiamiFtLauderdale,conventional,1.4075,520.734875
2017-12,West,organic,1.498,255.16565400000002
2017-07,Albany,organic,1.798,2.755684
2018-03,Philadelphia,conventional,1.33,476.14926
2015-05,Indianapolis,conventional,1.222,170.02296399999997
2017-10,BaltimoreWashington,conventional,1.6220000000000003,665.2724519999999
2015-01,SouthCentral,conventional,0.7925000000000001,5254.7196325
2016-08,SouthCentral,organic,1.0625,211.085405
2016-08,Philadelphia,organic,2.0075000000000003,8.291210000000001
2015-07,Southeast,organic,1.66,33.68979
2016-04,BaltimoreWashington,conventional,1.13,829.3912175
2015-02,Houston,organic,1.2374999999999998,10.681375
2015-07,Northeast,conventional,1.2475,4309.037632500001
2017-04,BuffaloRochester,conventional,1.5459999999999998,166.501754
2017-11,BuffaloRochester,organic,1.3575,9.3623125
2016-07,CincinnatiDayton,organic,1.246,18.728261999999997
2015-12,NewOrleansMobile,organic,1.54,1.9446675
2016-06,Denver,organic,1.455,22.8043825
2018-03,PhoenixTucson,conventional,0.6224999999999999,1569.0444400000001
2017-12,Albany,conventional,1.406,98.70531999999999
2016-04,NewOrleansMobile,organic,1.3675000000000002,3.87418
2017-01,HarrisburgScranton,conventional,1.348,259.36238399999996
2017-11,Jacksonville,organic,1.935,3.248755
2016-05,Atlanta,conventional,0.766,682.267526
2017-06,Pittsburgh,organic,1.555,4.360915
2017-01,GrandRapids,conventional,1.1059999999999999,227.39722800000004
2016-05,Sacramento,conventional,1.1019999999999999,493.484158
2017-04,RichmondNorfolk,conventional,1.2239999999999998,269.510382
2017-01,SouthCentral,conventional,0.712,6559.260244
2016-01,Atlanta,organic,1.668,6.316012
2015-10,Roanoke,conventional,1.005,115.2274825
2016-06,Portland,organic,1.495,35.1082425
2016-08,CincinnatiDayton,conventional,1.0650000000000002,263.94604
2015-12,Philadelphia,organic,1.6175000000000002,7.574522499999999
2015-10,Orlando,conventional,1.1225,263.9554975
2016-12,Pittsburgh,organic,1.5025000000000002,7.4740075
2015-11,Seattle,organic,1.482,39.359280000000005
2017-11,Portland,organic,1.9100000000000001,22.28784
2015-11,HartfordSpringfield,conventional,1.206,267.23874800000004
2016-12,Louisville,organic,1.3,2.0341774999999997
2015-09,SanFrancisco,organic,2.7475,14.3273775
2015-08,PhoenixTucson,organic,1.8200000000000003,10.030088
2018-01,Boise,conventional,1.205,97.64099499999999
2015-11,DallasFtWorth,organic,1.4300000000000002,11.052776
2015-03,SouthCarolina,conventional,1.09,315.32636799999995
2017-08,Tampa,organic,1.58,3.6287200000000004
2018-02,Plains,organic,1.575,70.26694750000001
2017-01,Philadelphia,conventional,1.4439999999999997,420.81789
2018-02,Orlando,organic,1.455,9.2027175
2016-05,West,organic,1.224,324.99048
2016-12,Denver,conventional,0.9850000000000001,772.8466225
2017-06,Philadelphia,organic,2.09,20.9879975
2016-02,Plains,organic,1.495,44.3521825
2017-01,Tampa,organic,1.254,6.428646
2018-01,Spokane,conventional,1.1524999999999999,95.19221250000001
2017-12,Indianapolis,organic,1.414,8.348719999999998
2016-09,Plains,organic,1.8175000000000001,47.02093
2016-05,StLouis,conventional,0.8,267.004454
2015-10,West,organic,1.6375000000000002,150.0077675
2016-10,Atlanta,conventional,1.2280000000000002,436.462856
2015-12,Houston,conventional,0.75,963.8230025
2017-10,Houston,organic,1.8379999999999999,24.050212
2015-02,MiamiFtLauderdale,conventional,1.1825,456.212995
2016-08,MiamiFtLauderdale,organic,1.3425,4.8048825
2017-10,CincinnatiDayton,organic,1.8980000000000001,11.652613999999998
2018-02,SanFrancisco,organic,1.98,23.95149
2018-03,BuffaloRochester,conventional,1.1749999999999998,170.82890999999998
2016-11,DallasFtWorth,conventional,1.03,887.6775425
2018-01,Tampa,organic,1.5425,7.2938775
2015-01,California,conventional,0.9825,5575.7666899999995
2015-12,Columbus,conventional,1.01,121.69273000000001
2017-10,West,conventional,1.432,4451.232599999999
2017-10,StLouis,conventional,1.672,127.45134599999999
2017-02,MiamiFtLauderdale,organic,1.695,4.499922499999999
2017-01,Roanoke,conventional,1.0659999999999998,150.762146
2017-08,Plains,conventional,1.44,1718.2458875000002
2015-10,Houston,organic,1.48,10.89306
2015-06,Portland,organic,1.7325,31.1024925
2017-06,NewOrleansMobile,conventional,1.3225,287.51313999999996
2017-05,SanFrancisco,conventional,1.7075,731.39573
2015-06,DallasFtWorth,conventional,0.725,1312.8459125000002
2016-06,NewOrleansMobile,organic,1.4899999999999998,3.0449350000000006
2016-03,GrandRapids,conventional,1.03,208.54720749999998
2015-01,West,conventional,0.9349999999999999,5516.046300000001
2015-02,Denver,organic,1.3825,23.6952775
2016-10,West,conventional,1.148,5075.013599999999
2015-07,Nashville,conventional,1.0274999999999999,172.577865
2018-02,Portland,organic,1.6025,29.505832500000004
2015-01,StLouis,conventional,1.2225000000000001,177.7660525
2017-07,Jacksonville,conventional,1.436,168.432342
2016-11,Boise,organic,1.69,1.9964675
2015-07,California,conventional,1.14,5738.116384999999
2016-07,Orlando,conventional,1.146,379.972108
2017-09,California,organic,2.13,143.31314250000003
2015-04,Pittsburgh,organic,1.3875000000000002,2.8744125
2016-08,Sacramento,conventional,1.29,461.20126
2017-06,LosAngeles,organic,1.3425,113.576735
2015-10,PhoenixTucson,conventional,0.8150000000000001,844.45529
2017-05,Portland,conventional,0.96,817.54261
2018-03,Tampa,organic,1.4325,9.576532499999999
2016-05,Boise,organic,1.278,2.3324739999999995
2016-11,Houston,conventional,0.9950000000000001,823.4383625
2015-01,RaleighGreensboro,conventional,1.205,216.15732749999998
2017-08,Pittsburgh,organic,1.4575,9.059407499999999
2015-11,NorthernNewEngland,organic,1.612,8.863476
2018-03,WestTexNewMexico,organic,1.57,17.680375
2018-02,Northeast,organic,1.5924999999999998,401.0821
2017-06,BuffaloRochester,organic,2.5199999999999996,5.316115
2015-12,Boise,organic,1.0775000000000001,2.3552874999999998
2016-05,Albany,conventional,1.2980000000000003,123.51526999999999
2018-02,Boise,conventional,1.1375,103.95622750000001
2015-07,SanDiego,organic,1.73,11.3869975
2015-02,NewOrleansMobile,organic,1.5025,3.5648500000000003
2016-09,PhoenixTucson,organic,2.2275,7.804575000000001
2016-02,Roanoke,organic,1.2925,5.40565
2015-01,Albany,conventional,1.1724999999999999,42.931785000000005
2017-08,SouthCentral,organic,1.6125000000000003,123.78653750000001
2015-09,RichmondNorfolk,conventional,0.9999999999999999,220.372925
2016-09,Spokane,organic,1.81,2.43352
2015-12,Orlando,organic,1.8199999999999998,2.8023399999999996
2016-04,NewYork,organic,2.0925000000000002,42.096534999999996
2018-02,Syracuse,organic,1.2625,5.0913575
2015-10,Denver,conventional,0.93,748.8892024999999
2016-04,Seattle,conventional,0.8775,784.0561174999999
2015-05,Boise,organic,1.738,1.5909259999999998
2017-03,Northeast,organic,1.99,219.96466750000002
2018-02,HarrisburgScranton,conventional,1.185,318.9299975
2016-10,CincinnatiDayton,organic,1.3800000000000001,15.797816000000001
2017-08,SanDiego,conventional,1.505,427.78256000000005
2015-05,Denver,organic,1.2680000000000002,60.322814
2015-05,Jacksonville,conventional,1.1320000000000001,164.913224
2015-09,NorthernNewEngland,conventional,1.0625,411.41139250000003
2016-02,BuffaloRochester,organic,1.83,5.464862499999999
2015-02,SouthCarolina,conventional,1.025,340.98494750000003
2015-02,Seattle,conventional,1.1225,581.6251500000001
2016-07,LasVegas,organic,2.0620000000000003,11.975456
2017-10,Syracuse,conventional,1.538,46.76552
2015-07,RichmondNorfolk,conventional,1.02,242.570885
2017-04,Sacramento,conventional,1.5480000000000003,390.071692
2017-07,Detroit,organic,1.5719999999999998,20.67485
2018-01,Southeast,conventional,1.215,4474.444157500001
2015-03,Roanoke,conventional,1.122,117.20323800000001
2017-07,DallasFtWorth,organic,1.3519999999999999,27.806618
2018-02,Portland,conventional,1.05,742.0367675
2017-01,HartfordSpringfield,conventional,1.4499999999999997,302.38018600000004
2015-07,NewOrleansMobile,conventional,1.0174999999999998,263.7273725
2015-11,Syracuse,organic,1.6219999999999999,1.203496
2016-08,StLouis,conventional,0.985,203.9973125
2018-01,Detroit,organic,1.31,21.488045
2017-11,RaleighGreensboro,conventional,1.3775,249.62570250000002
2017-05,StLouis,organic,1.7825,6.5352524999999995
2015-04,GreatLakes,organic,1.5125,102.38016
2018-01,Detroit,conventional,1.0499999999999998,454.847265
2018-01,Louisville,conventional,1.1,114.1213375
2016-11,Atlanta,organic,1.5599999999999998,10.2598925
2015-04,Atlanta,organic,1.7925,5.849567500000001
2017-07,RichmondNorfolk,organic,1.674,13.120647999999997
2017-09,Sacramento,conventional,1.6824999999999999,347.163885
2016-09,Nashville,conventional,0.9125,227.29898
2016-08,NewOrleansMobile,organic,1.5374999999999999,4.378255
2015-09,SouthCarolina,organic,1.9874999999999998,3.4866800000000002
2017-06,BuffaloRochester,conventional,1.545,126.23065
2015-02,HarrisburgScranton,conventional,1.125,225.401615
2015-09,BaltimoreWashington,conventional,1.1575,788.54185
2015-08,Indianapolis,organic,1.7120000000000002,2.478806
2017-09,Nashville,organic,2.1550000000000002,8.807345000000002
2016-05,Nashville,organic,1.194,12.42833
2016-03,NorthernNewEngland,conventional,1.0899999999999999,430.10702
2015-12,PhoenixTucson,conventional,0.56,1061.9755274999998
2015-01,LosAngeles,organic,1.2125,49.11384
2016-10,SanFrancisco,organic,2.7760000000000002,16.05282
2017-05,California,organic,1.7225,189.88037
2015-01,Pittsburgh,organic,1.7200000000000002,1.9730425
2018-02,Roanoke,organic,1.5050000000000001,8.6580175
2016-11,Jacksonville,organic,1.4549999999999998,4.13651
2017-02,Columbus,conventional,0.8950000000000001,223.7600025
2016-11,SouthCarolina,organic,1.7174999999999998,9.739057500000001
2015-07,GrandRapids,organic,1.865,1.181065
2016-07,Southeast,conventional,1.1019999999999999,3839.7339799999995
2017-05,SouthCentral,conventional,0.9175,6777.135815
2015-03,Portland,conventional,1.1239999999999999,447.88263399999994
2016-04,SouthCentral,conventional,0.72,6529.9350724999995
2017-04,MiamiFtLauderdale,conventional,1.504,582.1590379999999
2015-11,Midsouth,conventional,1.05,2223.859188
2015-02,GreatLakes,conventional,1.0725,3267.7023
2017-04,Denver,conventional,1.27,733.962462
2016-04,Spokane,conventional,0.9125,107.44810249999999
2016-06,RaleighGreensboro,organic,1.695,9.525942500000001
2015-08,DallasFtWorth,organic,1.3760000000000001,14.942176000000002
2018-01,Roanoke,organic,1.5825,8.6676625
2016-06,Spokane,conventional,0.96,100.4027625
2015-03,Houston,organic,1.2520000000000002,10.910094
2016-11,Plains,conventional,1.49,1181.8292799999997
2015-09,Spokane,organic,2.0549999999999997,1.7964099999999998
2017-03,CincinnatiDayton,organic,0.95,31.751309999999997
2016-08,Denver,conventional,1.1124999999999998,728.3923925
2015-10,Pittsburgh,conventional,1.1,78.2290375
2016-12,BaltimoreWashington,organic,1.9525000000000001,15.331855
2015-12,West,conventional,0.8275,5282.895605000001
2015-09,Boston,conventional,1.09,571.35124
2016-08,SanDiego,organic,1.7999999999999998,15.5819925
2015-02,Spokane,conventional,1.0675,88.24015
2017-08,DallasFtWorth,organic,1.7525,20.6131725
2018-01,SouthCentral,conventional,0.8849999999999999,6725.6154075
2017-01,Detroit,organic,1.5399999999999998,10.175988
2016-07,NewOrleansMobile,organic,1.3279999999999998,4.40668
2015-09,Seattle,organic,1.955,22.317452499999998
2016-10,Pittsburgh,conventional,1.2819999999999998,89.33660400000001
2015-01,BaltimoreWashington,organic,1.3325,18.6478375
2017-10,Northeast,conventional,1.578,3313.0566580000004
2016-01,BaltimoreWashington,conventional,1.1300000000000001,840.945186
2016-04,DallasFtWorth,conventional,0.6824999999999999,1396.5442549999998
2016-12,SanFrancisco,conventional,1.3025,632.9578274999999
2015-07,Northeast,organic,2.0275,44.8032475
2017-09,Tampa,organic,1.7825,2.97756
2016-05,SanFrancisco,organic,1.92,37.86591800000001
2016-07,RichmondNorfolk,conventional,1.062,276.873088
2016-07,BaltimoreWashington,conventional,1.502,764.826508
2015-10,NorthernNewEngland,conventional,1.0975000000000001,323.2607125
2018-03,Denver,organic,1.6025,25.517255
2015-05,Pittsburgh,organic,1.512,2.241772
2017-06,SanFrancisco,conventional,1.7325,698.588775
2016-12,Northeast,organic,1.9874999999999998,111.734155
2017-06,CincinnatiDayton,conventional,0.9400000000000001,330.28775
2015-08,California,organic,1.9620000000000002,92.688786
2015-10,Orlando,organic,2.0475,2.9966999999999997
2016-04,West,conventional,0.7825,7065.057577500001
2016-08,Louisville,conventional,1.21,84.6455675
2016-03,NewOrleansMobile,conventional,0.94,277.31011250000006
2018-02,California,conventional,0.9775,7685.65429
2015-11,HartfordSpringfield,organic,2.1940000000000004,2.687234
2017-07,Spokane,conventional,1.3039999999999998,93.92201599999999
2018-02,CincinnatiDayton,organic,1.6749999999999998,11.714962500000002
2018-01,Columbus,organic,1.3449999999999998,9.915265
2017-09,LosAngeles,organic,2.195,68.41280249999998
2015-08,WestTexNewMexico,conventional,0.784,797.55545
2016-09,DallasFtWorth,organic,1.2175,23.921162499999998
2016-04,Pittsburgh,conventional,1.1575,101.84238
2018-01,Albany,conventional,1.4525,105.651995
2016-01,Tampa,organic,1.4620000000000002,4.986262000000001
2015-05,GrandRapids,conventional,1.2,200.50409399999998
2018-01,Jacksonville,organic,1.6949999999999998,3.753195
2017-04,Syracuse,conventional,1.5340000000000003,78.02601200000001
2017-07,Roanoke,organic,1.6239999999999999,7.799812000000001
2016-06,Boise,organic,1.3875000000000002,4.566285
2016-05,GrandRapids,organic,1.592,1.8872599999999997
2015-08,WestTexNewMexico,organic,1.7440000000000002,10.575297999999998
2016-11,Seattle,organic,1.7725,35.20885
2016-07,MiamiFtLauderdale,conventional,1.2040000000000002,593.919524
2017-07,Sacramento,conventional,1.488,484.686324
2016-08,Indianapolis,organic,1.5525,4.8973825
2015-05,WestTexNewMexico,organic,1.4259999999999997,14.114216
2015-09,Plains,conventional,1.1,1542.81136
2015-01,NorthernNewEngland,conventional,1.0725,309.088705
2016-09,NewOrleansMobile,organic,1.46,3.595405
2016-11,Boise,conventional,1.2850000000000001,60.31681
2017-11,RaleighGreensboro,organic,2.2775,10.727450000000001
2015-03,SanFrancisco,conventional,1.1720000000000002,846.820292
2016-04,DallasFtWorth,organic,1.1125,22.151612500000002
2018-01,NewYork,conventional,1.4525,1748.9003674999997
2016-08,WestTexNewMexico,conventional,0.9325000000000001,803.1881324999999
2017-01,Detroit,conventional,0.8960000000000001,469.29367
2016-06,Pittsburgh,conventional,1.4,107.1127375
2016-08,Seattle,organic,2.0175,27.2835225
2017-07,Boise,conventional,1.3379999999999999,87.648868
2015-03,Seattle,conventional,1.1800000000000002,494.782246
2017-12,Seattle,organic,1.3,89.838596
2016-10,LosAngeles,organic,1.8980000000000001,57.87016399999999
2015-03,Philadelphia,organic,1.766,4.239356000000001
2016-10,NewYork,conventional,1.862,896.936468
2017-04,BaltimoreWashington,conventional,1.64,753.621738
2017-04,Plains,conventional,1.258,1943.6111619999997
2015-08,Philadelphia,conventional,1.19,412.30223600000005
2016-01,California,conventional,0.852,6557.381204000001
2015-02,WestTexNewMexico,conventional,0.7649999999999999,788.126905
2015-07,SouthCarolina,organic,1.82,4.095815
2015-01,Denver,conventional,1.0225,709.6296425
2015-06,SouthCarolina,organic,1.9775,3.6107325
2016-02,BuffaloRochester,conventional,1.28,149.122465
2015-01,Seattle,conventional,1.1225,511.3674475
2015-04,StLouis,organic,2.0749999999999997,3.2482325
2018-02,SanDiego,conventional,1.0275,600.8378275
2015-12,Spokane,conventional,1.0025,74.0799625
2015-03,Tampa,conventional,1.128,316.915994
2017-06,Louisville,conventional,1.0325000000000002,113.0574225
2015-04,SanFrancisco,organic,1.54,28.921642499999997
2016-08,Jacksonville,organic,1.96,3.3480725
2015-09,Indianapolis,organic,1.655,2.245105
2016-06,LosAngeles,conventional,0.835,3365.0648525
2015-12,Roanoke,organic,1.525,3.5372475
2015-08,GrandRapids,organic,1.64,3.0956639999999997
2016-08,HarrisburgScranton,conventional,1.2650000000000001,266.717225
2017-08,GreatLakes,organic,1.63,134.67496
